Start,0,0,0,Open Water Transit
Waypoint,212,770,5,Open Water Transit
Waypoint,128,527,4,Open Water Transit
Waypoint,131,338,3,Open Water Transit
Waypoint,883,887,5,P-Wall Follow
Waypoint,525,734,5,Open Water Transit
Waypoint,808,730,5,Open Water Transit
Waypoint,380,637,6,Open Water Transit
Waypoint,59,430,4,Open Water Transit
End,0,0,0,Open Water Transit
