Start,0,0,0,Open Water Transit
Waypoint,727,822,4,Open Water Transit
Waypoint,882,730,4,Open Water Transit
Waypoint,710,565,4,Open Water Transit
Waypoint,480,530,4,Open Water Transit
Waypoint,214,473,4,Open Water Transit
Waypoint,237,259,4,Open Water Transit
Waypoint,423,304,4,Open Water Transit
Waypoint,440,530,4,Open Water Transit
Waypoint,0,0,4,Dock
End,0,0,0,Open Water Transit
